skill,count,avg_price,max_price,min_price,created_at
Laravel,343,73,125,40,20201121
Laravel,343,73,125,40,20201122
Laravel,343,73,125,40,20201123
Laravel,343,73,125,40,20201124
Laravel,343,73,125,40,20201125
Laravel,346,73,125,40,20201126
Laravel,347,73,125,40,20201127
Laravel,352,73,125,40,20201128
Laravel,357,72,125,40,20201204
Laravel,359,72,125,40,20201205
Laravel,359,72,125,40,20201206
Laravel,359,72,125,40,20201207
Laravel,359,72,125,40,20201208
Laravel,360,73,125,40,20201209
Laravel,361,73,125,40,20201210
Laravel,364,73,125,40,20201211
Laravel,365,73,125,40,20201212
Laravel,368,73,125,40,20201215
Laravel,385,72,125,40,20201220
Laravel,391,72,125,40,20201225
Laravel,392,72,125,40,20201230
Laravel,392,72,125,40,20210101
Laravel,395,72,125,40,20210105
Laravel,409,72,125,40,20210110
Laravel,417,72,125,40,20210115
Laravel,419,72,125,40,20210120
Laravel,426,72,125,40,20210125
Laravel,451,72,125,40,20210209
Laravel,454,72,125,40,20210210
Laravel,455,72,125,40,20210215
Laravel,462,72,125,40,20210220
Laravel,467,72,125,40,20210225
Laravel,470,72,125,40,20210301
Laravel,475,72,125,40,20210305
Laravel,480,72,125,40,20210310
Laravel,484,72,125,40,20210315
Laravel,498,72,125,40,20210320
Laravel,504,72,125,40,20210325
Laravel,506,72,125,40,20210330
Laravel,724,73,125,40,20210401
Laravel,725,73,125,40,20210405
Laravel,734,72,125,40,20210410
Laravel,736,72,125,40,20210415
Laravel,755,72,125,40,20210503
Laravel,755,72,125,40,20210504
Laravel,755,72,125,40,20210505
Laravel,755,72,125,40,20210506
Laravel,757,72,125,40,20210507
Laravel,758,72,125,40,20210508
Laravel,758,72,125,40,20210509
Laravel,758,72,125,40,20210510
Laravel,758,72,125,40,20210511
Laravel,761,72,125,40,20210512
Laravel,763,72,125,40,20210513
Laravel,766,72,125,40,20210514
Laravel,767,73,125,40,20210515
Laravel,767,73,125,40,20210516
Laravel,767,73,125,40,20210517
Laravel,768,72,125,40,20210518
Laravel,768,72,125,40,20210519
Laravel,772,72,125,40,20210520
Laravel,772,72,125,40,20210521
Laravel,773,72,125,40,20210522
Laravel,773,72,125,40,20210523
Laravel,773,72,125,40,20210524
Laravel,774,72,125,40,20210525
Laravel,775,73,125,40,20210526
Laravel,777,73,125,40,20210527
Laravel,778,72,125,40,20210528
Laravel,783,72,125,40,20210529
Laravel,783,72,125,40,20210530
Laravel,783,72,125,40,20210531
Laravel,786,73,125,40,20210602
Laravel,787,72,125,40,20210603
Laravel,788,73,125,40,20210604
Laravel,788,72,125,35,20210605
Laravel,788,72,125,35,20210606
Laravel,788,72,125,35,20210607
Laravel,790,72,125,35,20210608
Laravel,794,72,125,35,20210609
Laravel,794,72,125,35,20210610
Laravel,795,72,125,35,20210611
Laravel,798,72,125,35,20210613
Laravel,799,72,125,35,20210614
Laravel,802,72,125,35,20210615
Laravel,804,72,125,35,20210616
Laravel,808,72,125,35,20210617
Laravel,812,72,125,35,20210618
Laravel,816,72,125,35,20210619
Laravel,816,72,125,35,20210620
Laravel,816,72,125,35,20210621
Laravel,816,72,125,35,20210622
Laravel,816,72,125,35,20210623
Laravel,817,72,125,35,20210624
Laravel,821,72,125,35,20210625
Laravel,823,72,125,35,20210626
Laravel,823,72,125,35,20210627
Laravel,823,72,125,35,20210628
Laravel,824,72,125,35,20210629
Laravel,827,72,125,35,20210630
Laravel,836,72,125,35,20210702
Laravel,838,72,125,35,20210703
