skill,count,avg_price,max_price,min_price,created_at
jQuery,354,71,95,35,20201121
jQuery,355,71,95,35,20201122
jQuery,355,71,95,35,20201123
jQuery,355,71,95,35,20201124
jQuery,357,70,95,35,20201125
jQuery,359,71,95,35,20201126
jQuery,360,70,95,35,20201127
jQuery,364,70,95,30,20201128
jQuery,373,70,95,30,20201204
jQuery,376,70,95,30,20201205
jQuery,376,70,95,30,20201206
jQuery,376,70,95,30,20201207
jQuery,376,70,95,30,20201208
jQuery,377,70,95,30,20201209
jQuery,378,70,95,30,20201210
jQuery,382,70,95,30,20201211
jQuery,382,70,95,30,20201212
jQuery,384,70,95,30,20201215
jQuery,388,70,95,30,20201220
jQuery,391,70,95,30,20201225
jQuery,391,70,95,30,20201230
jQuery,391,70,95,30,20210101
jQuery,391,70,95,30,20210105
jQuery,393,70,95,30,20210110
jQuery,396,70,95,30,20210115
jQuery,395,70,95,30,20210120
jQuery,398,70,95,30,20210125
jQuery,412,70,115,30,20210209
jQuery,415,70,115,30,20210210
jQuery,416,70,115,30,20210215
jQuery,425,70,115,25,20210220
jQuery,426,70,115,25,20210225
jQuery,430,70,115,25,20210301
jQuery,435,70,115,25,20210305
