skill,count,avg_price,max_price,min_price,created_at
SAStruts,16,71,95,57,20201121
SAStruts,16,71,95,57,20201122
SAStruts,16,71,95,57,20201123
SAStruts,16,71,95,57,20201124
SAStruts,16,71,95,57,20201125
SAStruts,16,71,95,57,20201126
SAStruts,16,71,95,57,20201127
SAStruts,18,70,95,57,20201128
SAStruts,18,70,95,57,20201204
SAStruts,18,70,95,57,20201205
SAStruts,18,70,95,57,20201206
SAStruts,18,70,95,57,20201207
SAStruts,18,70,95,57,20201208
SAStruts,18,70,95,57,20201209
SAStruts,18,70,95,57,20201210
SAStruts,18,70,95,57,20201211
SAStruts,18,70,95,57,20201212
SAStruts,18,70,95,57,20201215
SAStruts,18,70,95,57,20201220
SAStruts,18,70,95,57,20201225
SAStruts,18,70,95,57,20201230
SAStruts,18,70,95,57,20210101
SAStruts,18,70,95,57,20210105
SAStruts,18,70,95,57,20210110
SAStruts,18,70,95,57,20210115
SAStruts,18,70,95,57,20210120
SAStruts,18,70,95,57,20210125
SAStruts,18,70,95,57,20210209
SAStruts,18,70,95,57,20210210
SAStruts,18,70,95,57,20210215
SAStruts,18,70,95,57,20210220
SAStruts,18,70,95,57,20210225
SAStruts,18,70,95,57,20210301
SAStruts,18,71,95,57,20210305
SAStruts,20,71,95,57,20210310
SAStruts,20,71,95,57,20210315
SAStruts,21,70,95,45,20210320
SAStruts,21,70,95,45,20210325
SAStruts,21,70,95,45,20210330
SAStruts,42,70,95,45,20210401
SAStruts,42,70,95,45,20210405
SAStruts,42,70,95,45,20210410
SAStruts,42,70,95,45,20210415
SAStruts,43,69,95,45,20210503
SAStruts,43,69,95,45,20210504
SAStruts,43,69,95,45,20210505
SAStruts,43,69,95,45,20210506
SAStruts,43,69,95,45,20210507
SAStruts,43,69,95,45,20210508
SAStruts,43,69,95,45,20210509
SAStruts,43,69,95,45,20210510
SAStruts,43,69,95,45,20210511
SAStruts,43,69,95,45,20210512
SAStruts,43,69,95,45,20210513
SAStruts,43,69,95,45,20210514
SAStruts,43,69,95,45,20210515
SAStruts,43,69,95,45,20210516
SAStruts,43,69,95,45,20210517
SAStruts,43,69,95,45,20210518
SAStruts,43,69,95,45,20210519
SAStruts,43,69,95,45,20210520
SAStruts,43,69,95,45,20210521
SAStruts,43,69,95,45,20210522
SAStruts,43,69,95,45,20210523
SAStruts,43,69,95,45,20210524
SAStruts,43,69,95,45,20210525
SAStruts,43,69,95,45,20210526
SAStruts,43,69,95,45,20210527
SAStruts,43,69,95,45,20210528
SAStruts,43,69,95,45,20210529
SAStruts,43,69,95,45,20210530
SAStruts,43,69,95,45,20210531
SAStruts,43,69,95,45,20210602
SAStruts,43,69,95,45,20210603
SAStruts,43,69,95,45,20210604
SAStruts,43,69,95,45,20210605
SAStruts,43,69,95,45,20210606
SAStruts,43,69,95,45,20210607
SAStruts,44,69,95,45,20210608
SAStruts,44,69,95,45,20210609
SAStruts,44,69,95,45,20210610
SAStruts,44,69,95,45,20210611
SAStruts,44,69,95,45,20210613
SAStruts,44,69,95,45,20210614
SAStruts,44,69,95,45,20210615
SAStruts,44,69,95,45,20210616
SAStruts,44,69,95,45,20210617
SAStruts,44,69,95,45,20210618
SAStruts,44,69,95,45,20210619
SAStruts,44,69,95,45,20210620
SAStruts,44,69,95,45,20210621
SAStruts,44,69,95,45,20210622
SAStruts,44,69,95,45,20210623
SAStruts,44,69,95,45,20210624
SAStruts,44,69,95,45,20210625
SAStruts,44,69,95,45,20210626
SAStruts,44,69,95,45,20210627
SAStruts,44,69,95,45,20210628
SAStruts,44,69,95,45,20210629
SAStruts,44,69,95,45,20210630
SAStruts,44,69,95,45,20210702
SAStruts,44,69,95,45,20210703
SAStruts,44,69,95,45,20210704
SAStruts,44,69,95,45,20210705
SAStruts,44,69,95,45,20210706
SAStruts,44,69,95,45,20210707
SAStruts,44,69,95,45,20210708
SAStruts,44,69,95,45,20210709
SAStruts,44,69,95,45,20210710
SAStruts,44,69,95,45,20210711
SAStruts,44,69,95,45,20210713
SAStruts,44,69,95,45,20210714
SAStruts,44,69,95,45,20210715
SAStruts,42,69,95,45,20210716
SAStruts,42,69,95,45,20210717
SAStruts,42,69,95,45,20210718
SAStruts,42,69,95,45,20210719
SAStruts,42,69,95,45,20210720
SAStruts,41,69,95,50,20210721
SAStruts,41,69,95,50,20210722
SAStruts,41,69,95,50,20210723
SAStruts,41,69,95,50,20210724
SAStruts,41,69,95,50,20210725
SAStruts,41,69,95,50,20210726
SAStruts,41,69,95,50,20210727
SAStruts,41,69,95,50,20210728
SAStruts,41,69,95,50,20210729
SAStruts,41,69,95,50,20210730
SAStruts,41,69,95,50,20210731
SAStruts,41,69,95,50,20210802
SAStruts,41,69,95,50,20210803
SAStruts,41,69,95,50,20210804
SAStruts,41,69,95,50,20210805
SAStruts,41,69,95,50,20210806
SAStruts,41,69,95,50,20210807
SAStruts,41,69,95,50,20210808
SAStruts,41,69,95,50,20210809
SAStruts,41,69,95,50,20210810
SAStruts,41,69,95,50,20210812
SAStruts,41,69,95,50,20210814
SAStruts,41,69,95,50,20210815
SAStruts,41,69,95,50,20210816
SAStruts,41,69,95,50,20210817
SAStruts,41,69,95,50,20210818
SAStruts,41,69,95,50,20210819
SAStruts,41,69,95,50,20210820
SAStruts,41,69,95,50,20210821
SAStruts,41,69,95,50,20210822
SAStruts,41,69,95,50,20210823
SAStruts,41,69,95,50,20210824
SAStruts,41,69,95,50,20210825
